
[00:00:00.000 --> 00:00:03.440]   (upbeat music)
[00:31:09.800 --> 00:31:11.800]   what are the major challenges
[00:31:11.800 --> 00:31:15.160]   to make sure a spec can do what it does, you know?
[00:31:15.160 --> 00:31:17.080]   Because right now, when I think about it,
[00:31:17.080 --> 00:31:19.680]   we've gone from test-driven developments, right?
[00:31:19.680 --> 00:31:22.240]   All these little small little paradigm shifts
[00:31:22.240 --> 00:31:23.080]   of trying to make sure
[00:31:23.080 --> 00:31:25.680]   we are getting the right thing to be delivered.
[00:31:25.680 --> 00:31:28.440]   And but none of these are coverageable enough, right?
[00:31:28.440 --> 00:31:30.240]   And cannot keep up with the changes
[00:31:30.240 --> 00:31:32.680]   and all the complexity behind the systems.
[00:31:32.680 --> 00:31:35.040]   So it's really hard to imagine there's a spec
[00:31:35.040 --> 00:31:37.640]   that can actually take care of everything.
[00:31:37.640 --> 00:31:42.680]   So is there a particular mind or pattern
[00:31:42.680 --> 00:31:45.960]   or even like challenges we had to overcome
[00:31:45.960 --> 00:31:47.280]   when it comes to actually figuring out
[00:31:47.280 --> 00:31:49.120]   how to get the spec correct?
[00:31:49.120 --> 00:31:52.040]   'Cause I think that could be something to highlight, right?
[00:31:52.040 --> 00:31:53.440]   Just this is not easy thing at all.
[00:31:53.440 --> 00:31:55.040]   Here's actually really hard things
[00:31:55.040 --> 00:31:56.760]   we had to figure out along the way.
[00:31:56.760 --> 00:31:59.960]   - Yeah, I think so, I think everything you say is correct.
[00:31:59.960 --> 00:32:01.760]   It's hard to imagine this type of spec
[00:32:01.760 --> 00:32:03.960]   and I'll share my thoughts in a sec.
[00:32:03.960 --> 00:32:07.160]   I would also add how do you make it fun to write a spec?
[00:32:07.160 --> 00:32:08.880]   'Cause like if it's an agonizing process,
[00:32:08.880 --> 00:32:10.800]   it might be functional, but if it's not fun,
[00:32:10.800 --> 00:32:11.880]   people are not gonna do it.
[00:32:11.880 --> 00:32:15.040]   And so not only does it need to be a powerful spec,
[00:32:15.040 --> 00:32:17.160]   it also needs to be one that is fun to create
[00:32:17.160 --> 00:32:19.360]   or it is a process that makes it fun to create it.
[00:32:19.360 --> 00:32:20.800]   There are actually two reasons
[00:32:20.800 --> 00:32:22.560]   why I think we'll move to spec centric development.
[00:32:22.560 --> 00:32:23.960]   The first one is probably most obvious,
[00:32:23.960 --> 00:32:25.880]   which is machines can write code now.
[00:32:25.880 --> 00:32:28.560]   But the second that is as important, if not more,
[00:32:28.560 --> 00:32:30.960]   is that machines can fill out the spec.
[00:32:30.960 --> 00:32:34.120]   If I tell an LLM, create a tic-tac-toe game.
[00:32:34.120 --> 00:32:37.280]   That's a spec, it's a pretty terrible spec, but it's a spec.
[00:32:37.280 --> 00:32:39.000]   And the reason it's a spec is because
[00:32:39.000 --> 00:32:40.280]   the LLM can fill in the gaps.
[00:32:40.280 --> 00:32:43.040]   It can decide whether it's a web game or a mobile game.
[00:32:43.040 --> 00:32:46.240]   It can decide whether it follows the rules of tic-tac-toe
[00:32:46.240 --> 00:32:47.640]   and what are those?
[00:32:47.640 --> 00:32:50.920]   And whether there's a multiplayer or machine.
[00:32:50.920 --> 00:32:54.320]   And hopefully in the smart system, it can interact with you
[00:32:54.320 --> 00:32:56.280]   and know when to ask you questions as well.
[00:32:56.280 --> 00:32:57.840]   And they say, well, tell me, do you want this
[00:32:57.840 --> 00:32:59.640]   to be a web game or a mobile game?
[00:32:59.640 --> 00:33:01.600]   But one or the other, it can figure out
[00:33:01.600 --> 00:33:03.760]   which questions to ask and it can figure out
[00:33:03.760 --> 00:33:05.440]   how to fill out the spec.
[00:33:05.440 --> 00:33:08.720]   And I think that is a massive unlock
[00:33:08.720 --> 00:33:11.080]   that allows us to break this mold that we have today.
[00:33:11.080 --> 00:33:14.120]   We have either formal specifications,
[00:33:14.120 --> 00:33:16.000]   which are such a nightmare to write,
[00:33:16.000 --> 00:33:20.040]   that they only make sense in the most harsh conditions
[00:33:20.040 --> 00:33:21.520]   where you really have to have that, right?
[00:33:21.520 --> 00:33:23.360]   When it's a deep medical device or aerospace.
[00:33:23.360 --> 00:33:24.800]   And even there, they're limited,
[00:33:24.800 --> 00:33:26.080]   but they're very painful to write.
[00:33:26.080 --> 00:33:27.760]   You'd prefer from an experienced perspective
[00:33:27.760 --> 00:33:29.000]   to just write the code.
[00:33:29.000 --> 00:33:31.160]   Or on the other side, you have no code,
[00:33:31.160 --> 00:33:33.880]   which are kind of toys, like the really smart configurations.
[00:33:33.880 --> 00:33:36.960]   All the activity, all the ideas have been pre-created.
[00:33:36.960 --> 00:33:39.160]   And now you're just choosing how to organize them
[00:33:39.160 --> 00:33:40.280]   and it watch flows to run them.
[00:33:40.280 --> 00:33:41.640]   So it's always been very limited
[00:33:41.640 --> 00:33:43.320]   and as they evolved, they become code,
[00:33:43.320 --> 00:33:45.920]   like in Apex and Salesforce.
[00:33:45.920 --> 00:33:49.920]   So I think the ability to fill out the gaps,
[00:33:49.920 --> 00:33:51.920]   fill in the gaps is really the unlock
[00:33:51.920 --> 00:33:53.600]   that LLMs kind of introduced,
[00:33:53.600 --> 00:33:55.720]   that are as important, if not more important,
[00:33:55.720 --> 00:33:57.880]   than the ability to create code.
[00:33:57.880 --> 00:34:02.880]   And the ability of the system to fill in the gaps correctly
[00:34:02.880 --> 00:34:05.080]   is going to be one of the strengths
[00:34:05.080 --> 00:34:07.280]   of specific platforms as they come in.
[00:34:07.280 --> 00:34:09.760]   So if you're a marketing agency
[00:34:09.760 --> 00:34:11.800]   and you've already built five websites for me
[00:34:11.800 --> 00:34:13.040]   and I'm coming to you and I'm asking you
[00:34:13.040 --> 00:34:15.320]   to build the sixth website,
[00:34:15.320 --> 00:34:16.960]   I only need to give you a very small spec
[00:34:16.960 --> 00:34:18.720]   because you're well familiar with me,
[00:34:18.720 --> 00:34:20.320]   you're well familiar with the domain
[00:34:20.320 --> 00:34:22.920]   and you'd be able to fill in the gaps very well.
[00:34:22.920 --> 00:34:27.640]   But if I try to come to the same individual
[00:34:27.640 --> 00:34:29.960]   and I'm asking you to build a mobile game for me,
[00:34:29.960 --> 00:34:32.600]   I might need to give you very detailed specifications.
[00:34:32.600 --> 00:34:34.360]   If you're some sort of low cost agency
[00:34:34.360 --> 00:34:36.680]   that I'm engaging that I've never worked with before
[00:34:36.680 --> 00:34:38.080]   for the same marketing website,
[00:34:38.080 --> 00:34:42.280]   I might need to provide very detailed specifications.
[00:34:42.280 --> 00:34:46.080]   And so I think the ability to kind of fill in the gaps
[00:34:46.080 --> 00:34:47.880]   is very important.
[00:34:47.880 --> 00:34:50.280]   So that's one important bit about the spec.
[00:34:50.280 --> 00:34:52.680]   The second is that I don't think there is a spec.
[00:34:52.680 --> 00:34:53.960]   I think there will be multiple specs.
[00:34:53.960 --> 00:34:56.640]   Once again, the way you would specify a mobile game
[00:34:56.640 --> 00:34:57.680]   is probably very different
[00:34:57.680 --> 00:35:00.320]   than the way you would specify, I don't know,
[00:35:00.320 --> 00:35:03.440]   a software library, right, or a marketing website.
[00:35:03.440 --> 00:35:06.040]   There will be shared traits,
[00:35:06.040 --> 00:35:07.720]   but if it's more visual,
[00:35:07.720 --> 00:35:09.720]   you might need something that's more visual.
[00:35:09.720 --> 00:35:10.720]   If it's very algorithmic,
[00:35:10.720 --> 00:35:13.400]   you might need an ability to provide those.
[00:35:13.400 --> 00:35:15.800]   And it comes back to me thinking about this as a movement,
[00:35:15.800 --> 00:35:17.480]   as a paradigm, as an ecosystem.
[00:35:17.480 --> 00:35:19.520]   Like today, we don't have one,
[00:35:19.520 --> 00:35:21.240]   like we have multiple languages,
[00:35:21.240 --> 00:35:23.320]   we have multiple development environments,
[00:35:23.320 --> 00:35:26.680]   we have methodologies that are different, right,
[00:35:26.680 --> 00:35:28.480]   around their sort of strengths and weaknesses.
[00:35:28.480 --> 00:35:31.240]   Is it more about iteration or is it more about safety?
[00:35:31.240 --> 00:35:35.000]   And I don't think that that changes in the AI era.
[00:35:35.000 --> 00:35:37.720]   You, everything becomes faster,
[00:35:37.720 --> 00:35:40.320]   but you still need to choose your trade-offs.
[00:35:40.320 --> 00:35:42.680]   You still need new platforms and systems
[00:35:42.680 --> 00:35:45.040]   that are able to adapt to new technologies
[00:35:45.040 --> 00:35:48.400]   and to new preferences and to the industry's preferences.
[00:35:48.400 --> 00:35:50.360]   And so I think there will be multiple specs.
[00:35:50.360 --> 00:35:52.360]   I think there will have many formats.
[00:35:52.360 --> 00:35:54.920]   Verification is a subset of the spec
[00:35:54.920 --> 00:35:57.040]   because it comes back again, like same statement,
[00:35:57.040 --> 00:35:58.600]   right, the way you would verify a mobile game
[00:35:58.600 --> 00:36:00.600]   is different than the way you would verify,
[00:36:00.600 --> 00:36:02.280]   you know, an algorithm trading system
[00:36:02.280 --> 00:36:04.920]   than the way you would verify a marketing website.
[00:36:04.920 --> 00:36:07.120]   And so you need these verifications there.
[00:36:07.120 --> 00:36:09.000]   I don't have a perfect answer to it.
[00:36:09.000 --> 00:36:13.760]   I think the ability to state it is important.
[00:36:13.760 --> 00:36:16.880]   And TDD helps us and like walks help us
[00:36:16.880 --> 00:36:20.040]   and a bunch of history of what we've been building helps us.
[00:36:20.040 --> 00:36:22.640]   I would also point out that just like regular software,
[00:36:22.640 --> 00:36:24.080]   it doesn't have to be upfront
[00:36:24.080 --> 00:36:26.480]   and there's an element of learning from data.
[00:36:26.480 --> 00:36:29.200]   And do you build a system that works well enough
[00:36:29.200 --> 00:36:30.640]   and that you engage with well enough?
[00:36:30.640 --> 00:36:32.560]   And then with the data, that system can learn
[00:36:32.560 --> 00:36:34.640]   and can evolve, it can become better
[00:36:34.640 --> 00:36:36.400]   over time.
[00:36:36.400 --> 00:36:38.720]   And yeah, a bunch of interesting topics here.
[00:36:38.720 --> 00:36:42.000]   Like for instance, if you said I want a button
[00:36:42.000 --> 00:36:45.080]   and the LLM decides that that button will be read
[00:36:45.080 --> 00:36:47.160]   and you might be, well, I don't really care.
[00:36:47.160 --> 00:36:49.200]   You know, it's fine, you know, if the button is red
[00:36:49.200 --> 00:36:51.360]   or it's blue, I don't really care.
[00:36:51.360 --> 00:36:54.400]   And, but for the next version that comes along,
[00:36:54.400 --> 00:36:55.560]   you sort of changed the title.
[00:36:55.560 --> 00:36:58.240]   You might not be okay without button changing now
[00:36:58.240 --> 00:36:59.360]   from red to blue.
[00:36:59.360 --> 00:37:01.040]   And so you might want some visibility
[00:37:01.040 --> 00:37:05.640]   into the LLM's decisions and into the persistence of them
[00:37:05.640 --> 00:37:09.000]   and whether they're about to change or usability.
[00:37:09.000 --> 00:37:10.640]   And so all of those are the reason
[00:37:10.640 --> 00:37:12.280]   we think this requires a different software factor.
[00:37:12.280 --> 00:37:15.800]   These are not the types of problems that exist today
[00:37:15.800 --> 00:37:17.720]   in the regular tools around software development.
[00:37:17.720 --> 00:37:21.000]   They're not just another file in your Git repository.
[00:37:21.000 --> 00:37:23.680]   They're not just another test in your build.
[00:37:23.680 --> 00:37:25.840]   There are different types of interactions
[00:37:25.840 --> 00:37:27.680]   and we think they need to be figured out.
[00:37:29.240 --> 00:37:31.040]   - I am somewhat the dancer here.
[00:37:31.040 --> 00:37:33.400]   - It's a long word answer, but it really helps.
[00:37:33.400 --> 00:37:36.480]   I think it really helps, it will help me a lot, to be honest,
[00:37:36.480 --> 00:37:38.520]   like fully understand sort of your thinking.
[00:37:38.520 --> 00:37:40.880]   One of the things I wanted to like zoom in on
[00:37:40.880 --> 00:37:42.880]   is you've talked about this being a community effort.
[00:37:42.880 --> 00:37:45.960]   And so like a mental model for comparison of like
[00:37:45.960 --> 00:37:48.120]   the cloud wave, right, that, you know, the 2010
[00:37:48.120 --> 00:37:51.920]   to let's say 2020 period was what we collaborate on,
[00:37:51.920 --> 00:37:54.680]   ultimately like this sort of runtime operating system
[00:37:54.680 --> 00:37:56.960]   of the cloud became Kubernetes, right?
[00:37:56.960 --> 00:37:59.520]   That was sort of the thing that became the community.
[00:37:59.520 --> 00:38:01.880]   The core part of like was at the core of everyone's stack,
[00:38:01.880 --> 00:38:03.200]   everyone kind of continued around it
[00:38:03.200 --> 00:38:06.040]   with attachment to like GitHub and some type of CI/CD.
[00:38:06.040 --> 00:38:08.680]   So talks to like, okay, there's some core pieces of software.
[00:38:08.680 --> 00:38:10.640]   There's some core community movement
[00:38:10.640 --> 00:38:12.440]   and that community movement is represented by
[00:38:12.440 --> 00:38:15.840]   some shared platform that we're all building on top of.
[00:38:15.840 --> 00:38:18.160]   I'm curious in your mental model,
[00:38:18.160 --> 00:38:20.240]   is the spec like a community thing?
[00:38:20.240 --> 00:38:21.640]   Is that company proprietary?
[00:38:21.640 --> 00:38:25.040]   Like what parts of this of the sort of this community movement
[00:38:25.040 --> 00:38:28.400]   do you think are let's say process methodology?
[00:38:28.400 --> 00:38:31.360]   So we all believe that the future of software development
[00:38:31.360 --> 00:38:33.440]   is, you know, this way and subscribing this manner
[00:38:33.440 --> 00:38:35.120]   in the same way that like the agile manifesto
[00:38:35.120 --> 00:38:36.920]   kind of describe a shift from waterfall
[00:38:36.920 --> 00:38:39.360]   to sort of agile method and software development.
[00:38:39.360 --> 00:38:41.800]   And what parts do you think need to be core software
[00:38:41.800 --> 00:38:42.680]   that are collaborated upon?
[00:38:42.680 --> 00:38:45.520]   Like things that just occur in the open source.
[00:38:45.520 --> 00:38:47.600]   - I think it's just a combination of many of those.
[00:38:47.600 --> 00:38:49.920]   I don't think spec is a single standard.
[00:38:49.920 --> 00:38:51.040]   I think there will be multiples.
[00:38:51.040 --> 00:38:54.400]   So some specific specs will be company specific
[00:38:54.400 --> 00:38:55.880]   and will probably be a bit more closed.
[00:38:55.880 --> 00:38:59.320]   They might have to be like maybe SAP
[00:38:59.320 --> 00:39:01.720]   has their own specification methodology
[00:39:01.720 --> 00:39:03.760]   that has to do with their systems, right?
[00:39:03.760 --> 00:39:05.720]   And specs might compose over time, right?
[00:39:05.720 --> 00:39:08.000]   And maybe they connect different formats.
[00:39:08.000 --> 00:39:10.040]   So I don't know, I can't tell you all of the above,
[00:39:10.040 --> 00:39:11.680]   but I think spec is a higher level comment.
[00:39:11.680 --> 00:39:13.840]   It's like saying it's all code owned by,
[00:39:13.840 --> 00:39:16.240]   I think there will be multiple standards
[00:39:16.240 --> 00:39:17.960]   and some will not be standard
[00:39:17.960 --> 00:39:19.960]   and some will wish they are standards.
[00:39:19.960 --> 00:39:21.520]   There is a not.
[00:39:21.520 --> 00:39:23.160]   So I think those will evolve.
[00:39:23.160 --> 00:39:24.680]   But I think community collaboration,
[00:39:24.680 --> 00:39:26.080]   even in the cloud is actually much bigger
[00:39:26.080 --> 00:39:27.120]   than what you've described.
[00:39:27.120 --> 00:39:29.560]   I mean, yes, we might have settled on Kubernetes,
[00:39:29.560 --> 00:39:32.880]   but before that, maybe there's a settling on containers.
[00:39:32.880 --> 00:39:34.680]   And what about microservices?
[00:39:34.680 --> 00:39:36.880]   And what about mesh networks?
[00:39:36.880 --> 00:39:39.720]   And how do they interact between them?
[00:39:39.720 --> 00:39:43.240]   And what about API standards and how those communicate?
[00:39:43.240 --> 00:39:45.720]   What about licensing for software?
[00:39:45.720 --> 00:39:47.480]   Maybe that's even an active discussion yet
[00:39:47.480 --> 00:39:51.040]   about hosting something on the cloud versus not,
[00:39:51.040 --> 00:39:54.440]   about access permissions, and I am models now
[00:39:54.440 --> 00:39:56.960]   and jumping like a bastion hosts.
[00:39:56.960 --> 00:39:59.800]   So there are all these things that really are
[00:39:59.800 --> 00:40:01.120]   heavy vaulted as a community.
[00:40:01.120 --> 00:40:03.560]   And you can say, well, when I think about cloud,
[00:40:03.560 --> 00:40:05.480]   I don't just think about specifically the infrastructure
[00:40:05.480 --> 00:40:06.320]   as a service.
[00:40:06.320 --> 00:40:08.400]   I think about CACD and microservices and DevOps
[00:40:08.400 --> 00:40:10.960]   and the whole way that we develop software
[00:40:10.960 --> 00:40:12.680]   that has changed dramatically.
[00:40:12.680 --> 00:40:14.760]   There are methodologies there that are continuous.
[00:40:14.760 --> 00:40:17.520]   Like you can say, generally the best practices,
[00:40:17.520 --> 00:40:21.840]   frequent deployments or some frequent small builds
[00:40:21.840 --> 00:40:25.560]   that get deployed and an ability to roll them back.
[00:40:25.560 --> 00:40:27.120]   Not everybody achieves it all the way,
[00:40:27.120 --> 00:40:30.040]   but I think it's generally accepted as the ideal.
[00:40:30.040 --> 00:40:33.440]   You want immutable infrastructure is desirable.
[00:40:33.440 --> 00:40:35.520]   Not everybody invested in it because it has some cost
[00:40:35.520 --> 00:40:36.680]   and sometimes effort.
[00:40:36.680 --> 00:40:38.600]   Observability is a thing you should have.
[00:40:38.600 --> 00:40:42.320]   And so there are practices that are part of a high level,
[00:40:42.320 --> 00:40:45.040]   best practice that has evolved.
[00:40:45.040 --> 00:40:48.880]   And then there are specifics that are ecosystem specific
[00:40:48.880 --> 00:40:50.080]   or just opinions.
[00:40:50.080 --> 00:40:52.440]   If you talk about observability, many, many opinions.
[00:40:52.440 --> 00:40:54.800]   If you talk about CACD and even maybe my comment
[00:40:54.800 --> 00:40:58.480]   about frequency, talk about monorepos versus small repos,
[00:40:58.480 --> 00:40:59.320]   and it's okay.
[00:40:59.320 --> 00:41:02.040]   It's thriving as the way progress happens.
[00:41:02.040 --> 00:41:05.720]   So when I think about my perception of, say,
[00:41:05.720 --> 00:41:10.440]   like a cognition with Devon or many of these sort of platforms,
[00:41:10.440 --> 00:41:11.960]   they're kind of closed environments.
[00:41:11.960 --> 00:41:14.960]   They're maybe more the kind of the Microsoft of old,
[00:41:14.960 --> 00:41:17.280]   of sort of saying, come into our world garden.
[00:41:17.280 --> 00:41:19.520]   They might be building something that's very powerful,
[00:41:19.520 --> 00:41:21.040]   but I don't think that's the thing that's
[00:41:21.040 --> 00:41:22.440]   spent the test of time.
[00:41:22.440 --> 00:41:25.160]   And so that openness comes both from an open methodology,
[00:41:25.160 --> 00:41:26.600]   from some open source components,
[00:41:26.600 --> 00:41:28.760]   which I think have to exist,
[00:41:28.760 --> 00:41:32.880]   and from pluggable and composable infrastructure.
[00:41:32.880 --> 00:41:34.880]   So I host what's called the ANA to dev.
[00:41:34.880 --> 00:41:36.000]   I'm not very creative with names.
[00:41:36.000 --> 00:41:38.760]   I had the secure developer before in the ANA to dev.
[00:41:38.760 --> 00:41:41.120]   I guess that's what happens when you build dev movements.
[00:41:42.120 --> 00:41:45.120]   And I had a Matt Billman from Netlify, the CEO
[00:41:45.120 --> 00:41:47.160]   and co-founder of Netlify on it.
[00:41:47.160 --> 00:41:49.760]   And he made a really, really interesting point
[00:41:49.760 --> 00:41:54.440]   around how every new technology paradigm sort of challenges
[00:41:54.440 --> 00:41:56.400]   the open web or the openness,
[00:41:56.400 --> 00:41:57.680]   because they really kind of drive you
[00:41:57.680 --> 00:41:58.800]   towards that closed environment.
[00:41:58.800 --> 00:42:00.960]   You see this with mobile and you see this with,
[00:42:00.960 --> 00:42:02.760]   I guess, kind of with the internet at the beginning,
[00:42:02.760 --> 00:42:05.720]   with sort of the chat systems and social networks today.
[00:42:05.720 --> 00:42:06.800]   And he points out that, you know,
[00:42:06.800 --> 00:42:08.720]   I think we're going to need to deal with that now.
[00:42:08.720 --> 00:42:10.720]   You're saying, I think in Matt's case,
[00:42:10.720 --> 00:42:12.640]   he was referring maybe more to like the Vercel
[00:42:12.640 --> 00:42:14.920]   versus the Netlify reality.
[00:42:14.920 --> 00:42:15.760]   I'm not sure.
[00:42:15.760 --> 00:42:17.000]   I'm putting more in his mouth here.
[00:42:17.000 --> 00:42:20.840]   But okay, do we build these as features of an ecosystem?
[00:42:20.840 --> 00:42:24.320]   Where is it that we built this as collaborative capabilities?
[00:42:24.320 --> 00:42:27.080]   I mean, I mean, favor of the open web.
[00:42:27.080 --> 00:42:29.240]   Like that's to continue and the,
[00:42:29.240 --> 00:42:31.320]   so I think there's a big evolution there.
[00:42:31.320 --> 00:42:32.880]   I want to say something,
[00:42:32.880 --> 00:42:34.080]   if my answers weren't long enough,
[00:42:34.080 --> 00:42:36.000]   you know, I've got something additional to add to it
[00:42:36.000 --> 00:42:37.520]   that wasn't even in the question,
[00:42:37.520 --> 00:42:39.240]   which is, I think eventually,
[00:42:39.240 --> 00:42:42.400]   this notion of software creation that becomes so easy
[00:42:42.400 --> 00:42:44.280]   because you just request what you want
[00:42:44.280 --> 00:42:46.280]   and you're able to interact with the system
[00:42:46.280 --> 00:42:48.520]   and it gets to learn you so it fills in the gaps,
[00:42:48.520 --> 00:42:50.720]   I think it becomes like literacy.
[00:42:50.720 --> 00:42:54.760]   And so the end goal here, which is far, it's far,
[00:42:54.760 --> 00:42:58.360]   but the end goal here is really for software creation
[00:42:58.360 --> 00:43:01.600]   to be a thing that is just accessible to anyone, right?
[00:43:01.600 --> 00:43:03.000]   I mean, I think the two of you
[00:43:03.000 --> 00:43:06.080]   and like many developers listening to the podcast
[00:43:06.080 --> 00:43:07.200]   probably experienced, you know,
[00:43:07.200 --> 00:43:09.960]   like encountering some annoyance in their day-to-day life
[00:43:09.960 --> 00:43:12.200]   and sort of solving it with technology or building,
[00:43:12.200 --> 00:43:14.560]   whether it's a hobbyist thing or just a small solution
[00:43:14.560 --> 00:43:16.440]   or something, some have for themselves.
[00:43:16.440 --> 00:43:18.880]   And you want that to just be accessible to just be a tool
[00:43:18.880 --> 00:43:21.360]   that everybody has to solve their problems.
[00:43:21.360 --> 00:43:24.120]   And so I do think that there's a long-term significant
[00:43:24.120 --> 00:43:25.120]   importance over here.
[00:43:25.120 --> 00:43:28.640]   And so above and beyond all of those productivity boosts
[00:43:28.640 --> 00:43:31.720]   and, you know, whatever commercial advantage is,
[00:43:31.720 --> 00:43:33.960]   I think there's a societal elements over here.
[00:43:33.960 --> 00:43:36.880]   When you say that, I think it becomes even further clear
[00:43:36.880 --> 00:43:39.280]   why it's important for this to remain open
[00:43:39.280 --> 00:43:43.080]   and remain kind of connected and not be, you know,
[00:43:43.080 --> 00:43:45.000]   just a platform.
[00:43:45.000 --> 00:43:46.240]   So while I'm building a platform
[00:43:46.240 --> 00:43:48.880]   that I hope will be the leading platform in this domain,
[00:43:48.880 --> 00:43:50.760]   I think it's critical that it is a leading platform
[00:43:50.760 --> 00:43:52.240]   in an open domain.
[00:43:52.240 --> 00:43:53.080]   - Amazing.
[00:43:53.080 --> 00:43:55.280]   I think you already got too close to what we actually want
[00:43:55.280 --> 00:43:56.640]   to go for the next section,
[00:43:56.640 --> 00:43:58.680]   which is a spicy future.
[00:43:58.680 --> 00:44:00.200]   - Spicy futures.
[00:44:00.200 --> 00:44:06.560]   - So as you know, we want to hear your hot take
[00:44:06.560 --> 00:44:09.000]   about the future, I'm very curious.
[00:44:09.000 --> 00:44:10.640]   What is your spicy hot take?
[00:44:10.640 --> 00:44:13.320]   Maybe about this whole AI native developer.
[00:44:13.320 --> 00:44:14.680]   What is some things you believe
[00:44:14.680 --> 00:44:16.560]   that most people don't believe in yet?
[00:44:16.560 --> 00:44:20.680]   - Maybe the one like that is a bit spicy to sort of people
[00:44:20.680 --> 00:44:22.600]   is that I think coding goes away.
[00:44:22.600 --> 00:44:25.640]   It's one of those things that I think many people
[00:44:25.640 --> 00:44:28.800]   don't want to believe because coding is fun.
[00:44:28.800 --> 00:44:29.640]   I love coding.
[00:44:29.640 --> 00:44:32.920]   You know, coding has this sort of video game mentality
[00:44:32.920 --> 00:44:34.680]   of, you know, like you can always level up, right?
[00:44:34.680 --> 00:44:37.000]   You get a task, you do it, you complete it.
[00:44:37.000 --> 00:44:39.560]   It's, you get your endorphin and kind of a hit on it.
[00:44:39.560 --> 00:44:41.440]   You can always level up or you can do the same level.
[00:44:41.440 --> 00:44:43.120]   It's amazing.
[00:44:43.120 --> 00:44:44.520]   So super, super fun.
[00:44:44.520 --> 00:44:48.040]   And so it's like a little bit unfortunate where you go away.
[00:44:48.040 --> 00:44:49.000]   But I think coding goes away.
[00:44:49.000 --> 00:44:53.640]   Coding is also the translation layer to the machines
[00:44:53.640 --> 00:44:56.760]   and it is limiting us in so many ways.
[00:44:56.760 --> 00:44:58.680]   I don't know precisely the timeline,
[00:44:58.680 --> 00:45:01.800]   but I think it's effect happens faster than we think.
[00:45:01.800 --> 00:45:04.240]   This is a world in which progress happens in leaps,
[00:45:04.240 --> 00:45:05.560]   not in steps.
[00:45:05.560 --> 00:45:09.040]   And so I don't think I am advising anyone who is currently
[00:45:09.040 --> 00:45:10.760]   a developer to really kind of, you know,
[00:45:10.760 --> 00:45:12.160]   reevaluate their life choices.
[00:45:12.160 --> 00:45:15.360]   I think there's going to be work for a while for many times.
[00:45:15.360 --> 00:45:17.800]   But do I want my kids to focus now on learning
[00:45:17.800 --> 00:45:20.240]   how to code as a core competency?
[00:45:20.240 --> 00:45:22.720]   I mean, five years ago, I would have said coding is literacy.
[00:45:22.720 --> 00:45:25.520]   I would have really talked about that for the same goal
[00:45:25.520 --> 00:45:27.120]   that I've mentioned right now.
[00:45:27.120 --> 00:45:28.120]   Now I don't think so.
[00:45:28.120 --> 00:45:32.320]   Now I think coding as a skill is a short-lived skill.
[00:45:32.320 --> 00:45:35.800]   It would remain a hobby, it would remain a specialist skill,
[00:45:35.800 --> 00:45:39.240]   but it would not be a prevalent skill.
[00:45:39.240 --> 00:45:41.560]   I don't know, maybe in a matter of a decade,
[00:45:41.560 --> 00:45:44.040]   something like that, maybe 10 to 20 years,
[00:45:44.040 --> 00:45:46.640]   maybe a decade is a bit too fast.
[00:45:46.640 --> 00:45:48.720]   - I have an opinion here, but I'm curious,
[00:45:48.720 --> 00:45:50.880]   what do you think the limiting factors are today
[00:45:50.880 --> 00:45:52.520]   in terms of reaching that reality?
[00:45:52.520 --> 00:45:53.720]   Like what's holding us back?
[00:45:53.720 --> 00:45:56.120]   What are we missing from the tool set?
[00:45:56.120 --> 00:45:58.160]   What are the core on a mental problem
[00:45:58.160 --> 00:45:59.720]   that we have to like isn't solved today,
[00:45:59.720 --> 00:46:01.880]   but needs to be solved for us to actually get
[00:46:01.880 --> 00:46:03.800]   this sort of the spec-based future,
[00:46:03.800 --> 00:46:06.120]   where anyone can write code,
[00:46:06.120 --> 00:46:08.000]   in the same way that anyone can write in a Word doc,
[00:46:08.000 --> 00:46:10.600]   they can go and open a Word doc and type it
[00:46:10.600 --> 00:46:12.000]   and it can help lead them through it.
[00:46:12.000 --> 00:46:13.600]   I assume that's sort of a version of it
[00:46:13.600 --> 00:46:15.040]   or a possible future.
[00:46:15.040 --> 00:46:16.480]   Yeah, I'm really curious to understand
[00:46:16.480 --> 00:46:17.800]   what you think is limiting us.
[00:46:17.800 --> 00:46:18.800]   Like what are we missing?
[00:46:18.800 --> 00:46:20.360]   There must be some fundamental problems
[00:46:20.360 --> 00:46:21.920]   we have to solve to get there.
[00:46:21.920 --> 00:46:26.480]   - Yeah, I mean, you need the Tesla platform to launch on the app.
[00:46:26.480 --> 00:46:29.200]   No, maybe there's something a bit more sort of a substantive.
[00:46:29.200 --> 00:46:30.800]   I think, well, I do think though,
[00:46:30.800 --> 00:46:32.800]   what is the change in the trust that are sort of the axis
[00:46:32.800 --> 00:46:34.320]   and both of them just need to evolve?
[00:46:34.320 --> 00:46:36.160]   So on one hand, the tech isn't there.
[00:46:36.160 --> 00:46:39.320]   Like this is at the edge of the possible today.
[00:46:39.320 --> 00:46:44.240]   LLMs are too unreliable, too hard to kind of wrangle
[00:46:44.240 --> 00:46:45.400]   and get to do what you want.
[00:46:45.400 --> 00:46:46.760]   They're quite limited.
[00:46:46.760 --> 00:46:48.440]   I think they're evolving very rapidly.
[00:46:48.440 --> 00:46:52.200]   And so this will change, but they are not there today.
[00:46:52.200 --> 00:46:53.680]   And it's a bit hard to state.
