
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:31:07.780 --> 00:31:10.180]   well, that's crazy, vendor lock-in.
[00:31:10.180 --> 00:31:12.140]   I did it off and stable there.
[00:31:12.140 --> 00:31:13.340]   So I agree with you.
[00:31:13.340 --> 00:31:15.260]   Like these rise of these new compute platforms,
[00:31:15.260 --> 00:31:17.020]   things at the edge and all these new use cases.
[00:31:17.020 --> 00:31:18.500]   And I think the biggest one is,
[00:31:18.500 --> 00:31:20.700]   if you think about like how organizations buy.
[00:31:20.700 --> 00:31:23.020]   So like every org in the world right now,
[00:31:23.020 --> 00:31:25.340]   enterprise, mid-market, doesn't matter.
[00:31:25.340 --> 00:31:28.020]   They're all saying 2025 is the year that we like
[00:31:28.020 --> 00:31:29.420]   do something with AI.
[00:31:29.420 --> 00:31:31.020]   What's our AI strategy, right?
[00:31:31.020 --> 00:31:32.940]   Like what's our LOM strategy?
[00:31:32.940 --> 00:31:33.900]   And the first thing they're gonna do is
[00:31:33.900 --> 00:31:36.140]   they're gonna go to their like VP of engineering
[00:31:36.140 --> 00:31:38.020]   and VP of, or VP of platform engineering,
[00:31:38.020 --> 00:31:40.340]   be like, what are you gonna do that's AI?
[00:31:40.340 --> 00:31:41.700]   And they're gonna say, well,
[00:31:41.700 --> 00:31:43.700]   I'm already pre-committed to this customer roadmap
[00:31:43.700 --> 00:31:45.260]   that you already pre-sold me on.
[00:31:45.260 --> 00:31:46.460]   And then the next thing they're gonna do is
[00:31:46.460 --> 00:31:48.780]   we're gonna spin up some RRD lab
[00:31:48.780 --> 00:31:50.700]   with some free flow budget and say,
[00:31:50.700 --> 00:31:53.060]   "You have to just build AI."
[00:31:53.060 --> 00:31:55.100]   They're not gonna build on top of the core platform.
[00:31:55.100 --> 00:31:57.340]   They're not gonna build inside the constraint
[00:31:57.340 --> 00:31:58.780]   because what's important to the business
[00:31:58.780 --> 00:32:02.260]   isn't actually to like drive real revenue yet from that.
[00:32:02.260 --> 00:32:03.980]   But it's the figure where revenue will come from
[00:32:03.980 --> 00:32:06.100]   in three, five, six years.
[00:32:06.100 --> 00:32:08.660]   And they're gonna remove all of the constraints from them
[00:32:08.660 --> 00:32:10.700]   just to figure out, like your job is to figure out,
[00:32:10.700 --> 00:32:13.460]   be top of funnel, think of what's thought leadership look like.
[00:32:13.460 --> 00:32:15.980]   And we already see that, like Cloudflare's the world,
[00:32:15.980 --> 00:32:18.500]   all the other ones, but the rise of like the RND lab
[00:32:18.500 --> 00:32:21.660]   in the big co is back and it's better than ever, baby.
[00:32:21.660 --> 00:32:25.540]   And I agree with you, the Gen Z Gen Z inference here to say
[00:32:25.540 --> 00:32:28.680]   and it's gonna, and all of those companies will be buyers
[00:32:28.680 --> 00:32:30.840]   of the modals and the Vercels
[00:32:30.840 --> 00:32:33.140]   and all the cool startups that we have on this pod
[00:32:33.140 --> 00:32:34.820]   and all the cool ones that we talk to
[00:32:34.820 --> 00:32:35.820]   and all the cool info trends
[00:32:35.820 --> 00:32:38.580]   because it's gonna make building easier.
[00:32:38.580 --> 00:32:39.420]   - Yeah, yeah.
[00:32:39.420 --> 00:32:41.260]   It doesn't necessarily have to be a Gen Z
[00:32:41.260 --> 00:32:43.820]   to build these startup, like Tigris data, right?
[00:32:43.820 --> 00:32:45.940]   Obvious, it's not Gen Z, obviously.
[00:32:45.940 --> 00:32:49.940]   But what he's able to capture is really focus on
[00:32:49.940 --> 00:32:53.660]   a set of new things, like try not to include
[00:32:53.660 --> 00:32:55.460]   the old world anymore, right?
[00:32:55.460 --> 00:32:59.420]   Have to really move on and focus on a new set of people.
[00:32:59.420 --> 00:33:02.300]   And I think his customers are mostly Gen Zs, right?
[00:33:02.300 --> 00:33:04.980]   (both laughing)
[00:33:04.980 --> 00:33:07.900]   So, I don't know, to me, like Gen Z inference
[00:33:07.900 --> 00:33:10.780]   really just encapsulates like the whole paradigm shift
[00:33:10.780 --> 00:33:12.620]   that's happening, it's, like I said, but yeah,
[00:33:12.620 --> 00:33:14.780]   the buyers of this will be, you know,
[00:33:14.780 --> 00:33:17.140]   people in our age are older either, but you know--
[00:33:17.140 --> 00:33:18.420]   - Absolutely.
[00:33:18.420 --> 00:33:20.500]   - All this is driven by something actually, you know,
[00:33:20.500 --> 00:33:22.180]   rather we spoke with the game of this episode,
[00:33:22.180 --> 00:33:24.740]   which is a change in an interface, right?
[00:33:24.740 --> 00:33:26.140]   That's kind of what Guy's talking about,
[00:33:26.140 --> 00:33:27.900]   but like, what does it all represent?
[00:33:27.900 --> 00:33:30.860]   It all represents new things we can compute upon.
[00:33:30.860 --> 00:33:32.060]   We couldn't compute upon before.
[00:33:32.060 --> 00:33:35.380]   We have indeterminism, so these statistical models
[00:33:35.380 --> 00:33:37.220]   now give us the ability to compute on things
[00:33:37.220 --> 00:33:38.460]   we couldn't compute on before.
[00:33:38.460 --> 00:33:40.100]   And that's pretty incredible.
[00:33:40.100 --> 00:33:43.080]   And all these new use cases, all this new spend,
[00:33:43.080 --> 00:33:46.220]   and vastly these new interfaces
[00:33:46.220 --> 00:33:48.220]   that will be very disruptive to businesses
[00:33:48.220 --> 00:33:49.940]   and drive, and it's a new stuff.
[00:33:49.940 --> 00:33:51.220]   Couldn't be more excited, honestly.
[00:33:51.220 --> 00:33:52.860]   2025 is going to be wild.
[00:33:52.860 --> 00:33:53.700]   - I know, I know.
[00:33:53.700 --> 00:33:54.540]   It's so fascinating.
[00:33:54.540 --> 00:33:56.820]   Just to leave me one last comment about this,
[00:33:56.820 --> 00:33:58.540]   I was looking at a pitch deck.
[00:33:58.540 --> 00:34:01.420]   Usually we talk about like, why my product is better.
[00:34:01.420 --> 00:34:03.740]   There's like one line that really strikes me,
[00:34:03.740 --> 00:34:06.180]   all the other product, I forgot what exactly what product
[00:34:06.180 --> 00:34:08.340]   is, but all the other products in this space
[00:34:08.340 --> 00:34:10.380]   are all following the Unix philosophy.
[00:34:10.380 --> 00:34:11.860]   There's like one single command,
[00:34:11.860 --> 00:34:13.060]   I could do one single function.
[00:34:13.060 --> 00:34:15.140]   And that's like why everybody is so bad.
[00:34:16.420 --> 00:34:18.380]   And I'm looking at it, I was like, Jesus Christ.
[00:34:18.380 --> 00:34:20.020]   'Cause I think for our age group of people,
[00:34:20.020 --> 00:34:23.660]   like Unix philosophy is supposed to be the modern
[00:34:23.660 --> 00:34:25.100]   and the right thing to do, right?
[00:34:25.100 --> 00:34:26.540]   It was like a religious thinking,
[00:34:26.540 --> 00:34:28.540]   like, hey, this is what best step tool
[00:34:28.540 --> 00:34:30.900]   or whatever a thing is, you do one thing well,
[00:34:30.900 --> 00:34:34.860]   you can pipe it, we all follow the same paradigm thinking.
[00:34:34.860 --> 00:34:37.580]   Not saying that this is necessary right or wrong,
[00:34:37.580 --> 00:34:39.260]   but like just able to put it out there
[00:34:39.260 --> 00:34:40.980]   is like, this is why things are bad.
[00:34:40.980 --> 00:34:45.220]   Because all these people, I think a certain way
[00:34:45.220 --> 00:34:48.580]   are still doing the same stuff in the same way.
[00:34:48.580 --> 00:34:50.260]   Anyway, it really just like fascinating,
[00:34:50.260 --> 00:34:52.580]   like to re-challenge thinking,
[00:34:52.580 --> 00:34:56.660]   willing to go back to the things we thought is ground truth,
[00:34:56.660 --> 00:34:58.420]   they're not really ground truth, really.
[00:34:58.420 --> 00:35:00.660]   They're just suitable for a type of era
[00:35:00.660 --> 00:35:04.180]   with a type of nature of compute and things that we know of.
[00:35:04.180 --> 00:35:07.500]   But things change, computers change all the time.
[00:35:07.500 --> 00:35:08.340]   - All the time.
[00:35:08.340 --> 00:35:10.220]   - I guess we don't really live through enough
[00:35:10.220 --> 00:35:12.700]   until we start realizing, oh, wow.
[00:35:12.700 --> 00:35:14.540]   Not just our phones looking different anymore,
[00:35:14.540 --> 00:35:16.860]   like actually a lot more things change in the middle.
[00:35:16.860 --> 00:35:19.140]   (laughs)
[00:35:19.140 --> 00:35:21.900]   Then like, oh, blackberries, whatever, yeah.
[00:35:21.900 --> 00:35:23.940]   - Yeah, I 100% agree, the only constant is change.
[00:35:23.940 --> 00:35:26.700]   I think like that old adage is true.
[00:35:26.700 --> 00:35:28.820]   Tim, I'm gonna smack on one last segment.
[00:35:28.820 --> 00:35:30.660]   I have one question for you, I'll answer it,
[00:35:30.660 --> 00:35:31.860]   but you're gonna go first.
[00:35:31.860 --> 00:35:34.540]   If you had a piece of advice for builders right now
[00:35:34.540 --> 00:35:36.140]   on this age, what they need to do,
[00:35:36.140 --> 00:35:38.100]   what they need to be thinking about over the holiday season
[00:35:38.100 --> 00:35:41.100]   to get ready for 2025, what would you be telling founders?
[00:35:41.100 --> 00:35:42.620]   What would you be telling other venture capitalists?
[00:35:42.620 --> 00:35:45.020]   What would you be telling engineers to work at companies?
[00:35:45.020 --> 00:35:46.660]   Like, what's something you're like,
[00:35:46.660 --> 00:35:48.540]   you really shouldn't be thinking about this right now.
[00:35:48.540 --> 00:35:51.700]   Like it's something that you think is important in 2025.
[00:35:51.700 --> 00:35:53.060]   It might not have been wonderful.
[00:35:53.060 --> 00:35:55.100]   - This is my opinion at least, you know?
[00:35:55.100 --> 00:35:56.900]   Especially infrastructure has been
[00:35:56.900 --> 00:36:01.740]   probably a bit more challenging place than before,
[00:36:01.740 --> 00:36:04.420]   just because everyone's attention is just AI everywhere, right?
[00:36:04.420 --> 00:36:05.500]   And everyone kind of just thought AI
[00:36:05.500 --> 00:36:06.980]   is gonna be solving everything.
[00:36:06.980 --> 00:36:08.700]   Like I told founders kind of the same thing
[00:36:08.700 --> 00:36:10.780]   or I just mentioned is that, you know,
[00:36:10.780 --> 00:36:12.180]   sometimes when we solve infrastructure,
[00:36:12.180 --> 00:36:14.580]   we're trying to always solve infrastructure to everybody,
[00:36:14.580 --> 00:36:16.300]   like solving infrastructure to old school,
[00:36:16.300 --> 00:36:17.580]   solving infrastructure to Kubernetes,
[00:36:17.580 --> 00:36:19.900]   solving infrastructure for like everyone, right?
[00:36:19.900 --> 00:36:22.980]   Treat them all the same and try to solve all problems.
[00:36:22.980 --> 00:36:27.220]   I think, you know, the biggest issue most founders think about
[00:36:27.220 --> 00:36:29.340]   that I always challenge them a little bit is like,
[00:36:29.340 --> 00:36:33.100]   hey, you know, any startup that works,
[00:36:33.100 --> 00:36:35.820]   you gotta be non-obvious the time you start.
[00:36:35.820 --> 00:36:37.700]   It's already too late if it's obvious, you know?
[00:36:37.700 --> 00:36:40.100]   So like, what's the point?
[00:36:40.100 --> 00:36:42.260]   And to be non-obvious and be huge,
[00:36:42.260 --> 00:36:44.820]   you're betting on one single thing that can be huge.
[00:36:44.820 --> 00:36:46.260]   And that thing isn't gonna just look
[00:36:46.260 --> 00:36:49.060]   like your Kubernetes or old school stuff.
[00:36:49.060 --> 00:36:50.460]   It will be somewhere in the middle
[00:36:50.460 --> 00:36:53.820]   and it probably way more gears towards the rights.
[00:36:53.820 --> 00:36:57.140]   And so I have to just debate with a lot of our companies
[00:36:57.140 --> 00:36:58.780]   and some newer ones like, hey,
[00:36:58.780 --> 00:37:00.540]   really try to do one thing well.
[00:37:00.540 --> 00:37:02.900]   And that one thing has to be non-obvious,
[00:37:02.900 --> 00:37:05.140]   not completely ludicrous, but like,
[00:37:05.140 --> 00:37:07.300]   it can't just be like, oh, 50 people doing the same thing,
[00:37:07.300 --> 00:37:08.660]   we're gonna do the exact same thing
[00:37:08.660 --> 00:37:09.980]   and just have a little bit different.
[00:37:09.980 --> 00:37:12.660]   People don't usually wanna admit that a little bit difference.
[00:37:12.660 --> 00:37:13.980]   They think it's everything.
[00:37:13.980 --> 00:37:15.460]   (laughs)
[00:37:15.460 --> 00:37:17.260]   But I always challenge like, hey,
[00:37:17.260 --> 00:37:19.900]   if you can't even find a different way
[00:37:19.900 --> 00:37:22.580]   or you have to like spend time to sit down with somebody
[00:37:22.580 --> 00:37:24.180]   and we'll do one-on-one chatter to find
[00:37:24.180 --> 00:37:26.620]   if you're able to convince somebody that's fully different,
[00:37:26.620 --> 00:37:28.860]   it's not gonna work for you, you know?
[00:37:28.860 --> 00:37:30.700]   And I think it's probably much more for founders
[00:37:30.700 --> 00:37:32.260]   than investors, right?
[00:37:32.260 --> 00:37:33.260]   I think that's largely true.
[00:37:33.260 --> 00:37:35.420]   Like founders, I think, you know,
[00:37:35.420 --> 00:37:37.260]   I was founder just not that long ago.
[00:37:37.260 --> 00:37:41.380]   And I think we all sort of play the same path where like,
[00:37:41.380 --> 00:37:44.020]   we just, we have a pre-made of mind
[00:37:44.020 --> 00:37:47.500]   of what is the best path forward all the time.
[00:37:47.500 --> 00:37:49.460]   But reality is like, the real thing
[00:37:49.460 --> 00:37:51.340]   isn't always set in stone yet.
[00:37:51.340 --> 00:37:52.580]   You have to go discover it.
[00:37:52.580 --> 00:37:54.060]   It has to be in a different place
[00:37:54.060 --> 00:37:56.380]   than you originally started with.
[00:37:56.380 --> 00:37:58.980]   - And it has to be something that like gets your buyer,
[00:37:58.980 --> 00:38:02.100]   your customer, whoever you're targeting, super excited.
[00:38:02.100 --> 00:38:04.560]   And so many times founders will like,
[00:38:04.560 --> 00:38:05.900]   do things that get some excited
[00:38:05.900 --> 00:38:07.820]   for customers, for those people excited.
[00:38:07.820 --> 00:38:09.220]   - Yeah, do you have the last advice
[00:38:09.220 --> 00:38:10.860]   to give to founders or?
[00:38:10.860 --> 00:38:13.900]   - I mean, my last minute advice that I'd give to founders,
[00:38:13.900 --> 00:38:15.900]   I just think to anyone thinking about infrastructure,
[00:38:15.900 --> 00:38:18.380]   building companies or building software is,
[00:38:18.380 --> 00:38:20.220]   there are so many assumptions that have been made
[00:38:20.220 --> 00:38:22.860]   in the last 10 years of cloud, like cloud 1.0,
[00:38:22.860 --> 00:38:25.180]   that made sense in the context of Kubernetes
[00:38:25.180 --> 00:38:27.460]   and made sense in the context of I only have one cloud vendor
[00:38:27.460 --> 00:38:29.780]   and made sense in the context of like one budget
[00:38:29.780 --> 00:38:31.140]   and all roles up to one person.
[00:38:31.140 --> 00:38:33.460]   I think like we have another wave coming
[00:38:33.460 --> 00:38:35.140]   and all those soft stuff is gonna change
[00:38:35.140 --> 00:38:37.540]   and that it's gonna be complete creative disruption.
[00:38:37.540 --> 00:38:39.060]   And so I think the question isn't,
[00:38:39.060 --> 00:38:41.220]   what made sense in cloud 1.0?
[00:38:41.220 --> 00:38:44.620]   It's more a question of what makes sense in cloud 2.0
[00:38:44.620 --> 00:38:46.420]   and what is cloud 2.0, what's that look like
[00:38:46.420 --> 00:38:47.460]   and how do you fit into it?
[00:38:47.460 --> 00:38:49.940]   And I don't think any of us have any inkling of what that is,
[00:38:49.940 --> 00:38:51.780]   but if I had one piece of advice,
[00:38:51.780 --> 00:38:54.580]   listen to the episode with Guy, that doesn't mean he's right.
[00:38:54.580 --> 00:38:57.060]   He could be completely wrong, but it's different.
[00:38:57.060 --> 00:38:58.740]   And it's really different.
[00:38:58.740 --> 00:39:01.020]   And so you should really understand
[00:39:01.020 --> 00:39:02.460]   and be following what that is.
[00:39:02.460 --> 00:39:04.020]   And you should have a thesis for why it is
[00:39:04.020 --> 00:39:06.500]   and should we back up for why, whoever your buyer is,
[00:39:06.500 --> 00:39:10.140]   why is this gonna be 10X better than what we had before?
[00:39:10.140 --> 00:39:13.940]   Because we're going to have a massive shift in infrastructure.
[00:39:13.940 --> 00:39:15.140]   The old stuff's still gonna be there.
[00:39:15.140 --> 00:39:18.460]   It's gonna get layered, but the new stuff is what matters.
[00:39:18.460 --> 00:39:20.020]   And that's where the spend is.
[00:39:20.020 --> 00:39:21.020]   That was good, sir.
[00:39:21.020 --> 00:39:23.600]   (upbeat music)
[00:39:23.600 --> 00:39:26.180]   (upbeat music)
[00:39:26.180 --> 00:39:28.760]   (upbeat music)
[00:39:28.760 --> 00:39:38.760]   [BLANK_AUDIO]

